"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
32855;0;40;12.0;9.0;170.85000000000008;13.070960178961608;41;24;41.463414634146346;"201707011100_201707011200";"2017-07-11 11:07:00"
33072;0;31;11.89655172413793;9.0;138.38177339901478;11.763578256594155;29;19;34.48275862068966;"201707011100_201707011200";"2017-07-11 11:07:00"
33121;0;38;11.086206896551724;6.5;150.81699939503932;12.280757281008338;58;34;41.379310344827594;"201707011100_201707011200";"2017-07-11 11:07:00"
33556;0;42;8.192982456140351;0.0;151.94423558897242;12.326566252974606;57;25;56.14035087719298;"201707011100_201707011200";"2017-07-11 11:07:00"
33982;0;46;12.555555555555555;12.0;144.07070707070707;12.002945766381979;45;32;28.888888888888886;"201707011100_201707011200";"2017-07-11 11:07:00"
33985;0;36;13.26923076923077;13.5;128.04374057315232;11.315641412361577;52;39;25.0;"201707011100_201707011200";"2017-07-11 11:07:00"
33987;0;42;17.0;18.0;211.4285714285714;14.540583599999396;22;16;27.27272727272727;"201707011100_201707011200";"2017-07-11 11:07:00"
34077;0;46;17.8;13.5;201.2210526315789;14.185240661743421;20;19;5.000000000000004;"201707011100_201707011200";"2017-07-11 11:07:00"
32855;0;50;18.296296296296298;17.0;229.94828791055198;15.164045895161093;54;41;24.07407407407407;"201707021100_201707021200";"2017-07-11 11:07:00"
33072;0;46;19.166666666666668;20.0;239.9710144927536;15.490997853358369;24;22;8.333333333333337;"201707021100_201707021200";"2017-07-11 11:07:00"
33121;0;38;10.043478260869565;3.0;157.86473429951687;12.564423357222442;46;28;39.13043478260869;"201707021100_201707021200";"2017-07-11 11:07:00"
33556;0;38;7.269230769230769;0.5;118.68461538461537;10.894246893870882;26;13;50.0;"201707021100_201707021200";"2017-07-11 11:07:00"
33982;0;44;14.583333333333334;9.5;200.07971014492747;14.14495352219043;24;19;20.833333333333336;"201707021100_201707021200";"2017-07-11 11:07:00"
33985;0;30;14.78125;18.5;118.88608870967742;10.903489749143501;32;24;25.0;"201707021100_201707021200";"2017-07-11 11:07:00"
34077;0;37;10.052631578947368;1.0;180.0526315789474;13.418369184776047;19;10;47.36842105263158;"201707021100_201707021200";"2017-07-11 11:07:00"
32855;0;36;2.526315789473684;0.0;73.26315789473684;8.559390042213103;19;2;89.47368421052632;"201707031100_201707031200";"2017-07-11 11:07:00"
33072;0;36;12.682926829268293;12.0;142.67195121951215;11.944536458963661;41;28;31.707317073170728;"201707031100_201707031200";"2017-07-11 11:07:00"
33121;0;39;14.794117647058824;14.0;160.79280070237053;12.680410115700932;68;50;26.470588235294112;"201707031100_201707031200";"2017-07-11 11:07:00"
33130;0;47;6.316666666666666;0.0;143.7476190476191;11.989479515292526;120;32;73.33333333333334;"201707031100_201707031200";"2017-07-11 11:07:00"
33556;0;36;7.23;0.0;138.0374747474748;11.748935047376625;100;47;53.0;"201707031100_201707031200";"2017-07-11 11:07:00"
33982;0;31;14.352941176470589;15.5;91.44741532976826;9.562814195087567;34;29;14.70588235294118;"201707031100_201707031200";"2017-07-11 11:07:00"
33985;0;36;10.703125;6.0;148.97395833333331;12.205488860890961;64;39;39.0625;"201707031100_201707031200";"2017-07-11 11:07:00"
33987;0;52;13.294117647058824;8.5;224.27450980392155;14.975797468045618;34;19;44.11764705882353;"201707031100_201707031200";"2017-07-11 11:07:00"
34077;6;45;22.8;23.5;130.8444444444444;11.438725647747848;10;10;0.0;"201707031100_201707031200";"2017-07-11 11:07:00"
34861;0;45;6.344370860927152;0.0;121.46728476821195;11.02121974956547;151;52;65.56291390728477;"201707031100_201707031200";"2017-07-11 11:07:00"
32855;0;38;4.029411764705882;0.0;68.33244206773617;8.266343935969285;34;10;70.58823529411764;"201707041100_201707041200";"2017-07-11 11:07:00"
33072;0;37;11.48;11.0;131.92666666666665;11.485933426007076;25;15;40.0;"201707041100_201707041200";"2017-07-11 11:07:00"
33121;0;42;6.139784946236559;0.0;118.28305725079923;10.875801453263076;186;55;70.43010752688173;"201707041100_201707041200";"2017-07-11 11:07:00"
33130;0;44;15.88;15.0;147.45469387755102;12.143092434695168;50;43;14.000000000000002;"201707041100_201707041200";"2017-07-11 11:07:00"
33556;0;51;6.45045045045045;0.0;143.32252252252252;11.971738492070504;111;45;59.45945945945945;"201707041100_201707041200";"2017-07-11 11:07:00"
33982;0;45;12.452830188679245;11.0;143.2910014513788;11.970421941242456;53;36;32.07547169811321;"201707041100_201707041200";"2017-07-11 11:07:00"
33985;0;41;13.048780487804878;12.0;147.74756097560976;12.155145452671874;41;27;34.14634146341463;"201707041100_201707041200";"2017-07-11 11:07:00"
33987;0;39;8.807692307692308;0.0;143.68778280542983;11.986983891097452;52;25;51.92307692307692;"201707041100_201707041200";"2017-07-11 11:07:00"
