"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
33968;0;46;18.867924528301888;18.0;191.9245283018868;13.853682842547205;53;43;18.867924528301884;"201707011500_201707011600";"2017-07-13 15:43:00"
33979;0;57;18.511627906976745;16.0;204.16057585825027;14.288477030749299;43;37;13.953488372093027;"201707011500_201707011600";"2017-07-13 15:43:00"
33981;0;51;22.555555555555557;24.5;248.73202614379085;15.771240475745428;18;14;22.22222222222222;"201707011500_201707011600";"2017-07-13 15:43:00"
34000;0;48;16.554054054054053;13.5;188.3874490929285;13.725430743438565;74;61;17.567567567567565;"201707011500_201707011600";"2017-07-13 15:43:00"
34760;4;50;25.692307692307693;24.0;265.2307692307693;16.285907074239656;13;13;0.0;"201707011500_201707011600";"2017-07-13 15:43:00"
34886;0;47;21.416666666666668;20.5;310.08333333333337;17.609183210283586;12;10;16.666666666666664;"201707011500_201707011600";"2017-07-13 15:43:00"
34920;0;53;29.642857142857142;31.0;180.7087912087912;13.44279700095152;14;13;7.14285714285714;"201707011500_201707011600";"2017-07-13 15:43:00"
33968;0;46;20.137931034482758;25.0;239.4802955665024;15.475150906097891;29;23;20.68965517241379;"201707021500_201707021600";"2017-07-13 15:43:00"
33979;0;50;19.29032258064516;20.0;272.4129032258064;16.504935723164948;31;25;19.354838709677423;"201707021500_201707021600";"2017-07-13 15:43:00"
33981;0;48;8.57391304347826;0.0;220.96598016781078;14.864924492502839;115;31;73.04347826086956;"201707021500_201707021600";"2017-07-13 15:43:00"
34000;0;53;23.823529411764707;27.0;245.65441176470588;15.673366318845032;17;15;11.764705882352944;"201707021500_201707021600";"2017-07-13 15:43:00"
34760;0;53;24.142857142857142;31.0;375.02857142857135;19.36565442809954;21;16;23.809523809523814;"201707021500_201707021600";"2017-07-13 15:43:00"
34886;0;51;29.31578947368421;26.0;171.00584795321637;13.076920430790132;19;18;5.263157894736848;"201707021500_201707021600";"2017-07-13 15:43:00"
34920;2;52;29.5;26.0;237.71428571428572;15.417985786550904;8;8;0.0;"201707021500_201707021600";"2017-07-13 15:43:00"
33968;0;43;22.0;21.5;134.28571428571428;11.588171308956142;36;34;5.555555555555558;"201707031500_201707031600";"2017-07-13 15:43:00"
33979;0;45;18.511627906976745;21.0;179.44629014396455;13.395756422985771;43;38;11.627906976744185;"201707031500_201707031600";"2017-07-13 15:43:00"
33981;0;52;24.4375;26.5;254.94841269841268;15.967104079901674;64;54;15.625;"201707031500_201707031600";"2017-07-13 15:43:00"
34000;0;45;16.114285714285714;15.0;185.8708074534162;13.633444445679023;70;60;14.28571428571429;"201707031500_201707031600";"2017-07-13 15:43:00"
34760;0;46;21.83606557377049;25.0;196.50601092896184;14.018060169972228;61;51;16.393442622950815;"201707031500_201707031600";"2017-07-13 15:43:00"
34886;0;49;24.348837209302324;26.0;263.1373200442967;16.221507946066442;43;37;13.953488372093027;"201707031500_201707031600";"2017-07-13 15:43:00"
34920;0;49;22.78;22.0;218.5424489795918;14.783181287516966;50;43;14.000000000000002;"201707031500_201707031600";"2017-07-13 15:43:00"
33968;0;93;25.37037037037037;26.0;397.54985754985745;19.93865235039363;27;24;11.111111111111116;"201707041500_201707041600";"2017-07-13 15:43:00"
33979;0;56;27.766666666666666;28.5;297.90919540229885;17.260046216690696;30;24;19.999999999999996;"201707041500_201707041600";"2017-07-13 15:43:00"
33981;0;51;26.178571428571427;24.0;218.00396825396825;14.764957441657875;28;25;10.71428571428571;"201707041500_201707041600";"2017-07-13 15:43:00"
34000;0;51;21.36;23.0;230.3167346938775;15.176189729107813;50;41;18.000000000000004;"201707041500_201707041600";"2017-07-13 15:43:00"
