"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
34436;0;31;15.84375;16.5;79.94254032258064;8.94105923940674;32;28;12.5;"201707011400_201707011500";"2017-07-27 14:03:00"
34440;0;51;16.45098039215686;17.0;206.17254901960786;14.358709866126826;51;35;31.372549019607842;"201707011400_201707011500";"2017-07-27 14:03:00"
34436;0;41;16.391304347826086;18.0;227.52173913043478;15.083823756940241;23;16;30.434782608695656;"201707021400_201707021500";"2017-07-27 14:03:00"
34440;0;40;22.0;24.5;222.69565217391303;14.922990724848455;24;20;16.666666666666664;"201707021400_201707021500";"2017-07-27 14:03:00"
34436;0;36;17.869565217391305;19.0;115.27149758454105;10.736456472437313;46;41;10.869565217391308;"201707031400_201707031500";"2017-07-27 14:03:00"
34440;0;45;17.153846153846153;19.0;185.56971153846155;13.622397422570726;65;50;23.076923076923073;"201707031400_201707031500";"2017-07-27 14:03:00"
34436;0;38;17.76388888888889;21.0;133.59135367762124;11.55817259248283;72;57;20.833333333333336;"201707041400_201707041500";"2017-07-27 14:03:00"
34440;0;36;15.40625;18.0;139.00164473684205;11.789895874724342;96;76;20.833333333333336;"201707041400_201707041500";"2017-07-27 14:03:00"
34436;0;33;15.475409836065573;18.0;101.48688524590166;10.074069944461456;61;53;13.11475409836066;"201707051400_201707051500";"2017-07-27 14:03:00"
34440;0;44;16.009615384615383;16.5;165.01932412247947;12.84598474709041;104;79;24.03846153846154;"201707051400_201707051500";"2017-07-27 14:03:00"
34436;0;40;18.96078431372549;24.0;162.91843137254907;12.763950461066083;51;40;21.568627450980394;"201707061400_201707061500";"2017-07-27 14:03:00"
34440;0;43;16.358024691358025;16.0;201.38271604938274;14.19093781430187;81;59;27.160493827160494;"201707061400_201707061500";"2017-07-27 14:03:00"
34436;0;37;16.553846153846155;19.0;169.18846153846152;13.007246501026323;65;48;26.15384615384615;"201707071400_201707071500";"2017-07-27 14:03:00"
