"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
32885;0;57;13.182539682539682;11.0;163.8144126984127;12.799000457004942;126;96;23.809523809523814;"201708011900_201708012000";"2017-08-03 19:08:00"
33253;0;35;18.61111111111111;20.0;148.1301587301588;12.170873375816495;36;31;13.888888888888884;"201708011900_201708012000";"2017-08-03 19:08:00"
33479;0;50;5.064794816414687;0.0;88.26419081278696;9.39490238442034;463;157;66.09071274298056;"201708011900_201708012000";"2017-08-03 19:08:00"
33534;0;41;13.533333333333333;10.0;170.30897435897435;13.050248057373253;105;85;19.047619047619047;"201708011900_201708012000";"2017-08-03 19:08:00"
33535;0;44;15.066666666666666;15.0;122.21194029850751;11.054950940574432;135;109;19.259259259259252;"201708011900_201708012000";"2017-08-03 19:08:00"
33536;0;43;13.793696275071634;13.0;134.7504199189804;11.608204853420723;349;272;22.063037249283667;"201708011900_201708012000";"2017-08-03 19:08:00"
34098;0;52;13.552631578947368;11.0;188.0724266418259;13.713950074352244;114;73;35.96491228070175;"201708011900_201708012000";"2017-08-03 19:08:00"
34107;0;49;10.532846715328468;9.0;113.85369257191928;10.670224579263516;137;90;34.306569343065696;"201708011900_201708012000";"2017-08-03 19:08:00"
34144;0;36;11.205882352941176;8.5;124.74248366013069;11.168817469192103;136;89;34.55882352941176;"201708011900_201708012000";"2017-08-03 19:08:00"
34883;0;41;6.812967581047381;0.0;105.97243142144634;10.294291205393714;401;178;55.61097256857855;"201708011900_201708012000";"2017-08-03 19:08:00"
34884;0;47;4.451418744625967;0.0;78.19277552415788;8.842667896294527;1163;460;60.44711951848667;"201708011900_201708012000";"2017-08-03 19:08:00"
32885;0;47;13.978947368421053;14.0;152.5101903695409;12.349501624338567;95;72;24.210526315789473;"201708021900_201708022000";"2017-08-03 19:08:00"
33253;0;41;9.043478260869565;3.0;133.73435260391776;11.564356990508282;92;54;41.30434782608695;"201708021900_201708022000";"2017-08-03 19:08:00"
