8.852517808750469e+17,"Av. Pedro Celestino Leite Penteado - Parque Sao Roberto II, Cajamar - SP, 07750-000, Brazil","2017-07-12 18:37:26",-23.3325925,-46.8301259,"bit vit aguardand cajam fabr perfum fog","Accident",1,"Fogo em fabrica de perfumes, Av Pedro Celestino Leite Penteado - Cajamar. Com 4 Vitimas sendo 1 em óbito. Aguardand… https://t.co/g1U2w9aSDk","GEOMETRIC_CENTER","['bit', 'vit', 'aguardand', 'cajam', 'fabr', 'perfum', 'fog']","[]"
8.698316312883241e+17,"Pitanga, PR, 85200-000, Brazil","2017-05-31 05:23:16",-24.7547948,-51.764535,"ocasion residnc caiu comdecitapev rvor vtim lev fer sobr so","Natural Disaster",4,"COMDEC/Itapevi: Rua da Pitangas s/n, 01 árvore caiu sobre a residência ocasionando 05 vítimas com ferimentos leves, SOS pela SAMU.","APPROXIMATE","['ocasion', 'residnc', 'caiu', 'comdecitapev', 'rvor', 'vtim', 'lev', 'fer', 'sobr', 'so']","[]"
8.678398506610729e+17,"R. Guarujá - Mirandópolis, São Paulo - SP, 04052-110, Brazil","2017-05-25 17:28:38",-23.610691,-46.6421554,"guaruj comdecestrel colaps rural estrut result","Natural Disaster",4,"COMDEC/Estrela do Norte: chuvas entre os dias 18 e 21 resultou em colapso estrutural em ponte no Bairro Guarujá - Zona Rural.","GEOMETRIC_CENTER","['guaruj', 'comdecestrel', 'colaps', 'rural', 'estrut', 'result']","[34048, 34758, 33870, 33103, 33104, 33105, 33106, 33070, 33108, 33877, 33874, 33112]"
8.607173266557706e+17,"Alameda Barros, São Paulo - SP, 01232-000, Brazil","2017-05-06 01:46:16",-23.5365749,-46.6557659,"rod graniz joo asfalt comdecpedern deix part encobert gel chuv","Natural Disaster",4,"COMDEC/Pederneiras: Chuva de granizo deixou parte do asfalto da Rod. Cmt. João R. de Barros SP-294 encoberta de gelo.","GEOMETRIC_CENTER","['rod', 'graniz', 'joo', 'asfalt', 'comdecpedern', 'deix', 'part', 'encobert', 'gel', 'chuv']","[33377, 33443, 33287, 35274, 34861, 35246, 33328, 33075, 32885, 33398, 33111, 33237, 33336, 34140, 35068, 33534, 33439]"
9.092118765502218e+17,"Rua Pasquale Gallupi, 152 - Paraisópolis, São Paulo - SP, 03178-200, Brazil","2017-09-16 21:26:18",-23.6083309,-46.7256066,"bomb sinf comunidad vit paraispolil incndi corp so","Accident",1,"São Paulo Incêndio na comunidade de Paraisópolis pela R. Pasquale Galupi, 152 Morumbi, Corpo de Bombeiros em fase de rescaldo S/Inf. de Vit.","RANGE_INTERPOLATED","['bomb', 'sinf', 'comunidad', 'vit', 'paraispolil', 'incndi', 'corp', 'so']","[32769, 33544, 34834, 33555, 33556, 34838, 33564]"
9.170042848682968e+17,"Pte. do Jaguaré - Jaguare, São Paulo - SP, 03178-200, Brazil","2017-10-08 09:30:33",-23.5458184,-46.7344875,"prx ating comunidad vit cedec jagu incndi morad","Accident",1,"CEDEC: Incêndio em comunidade próximo a ponte do jaguaré em fase rescaldo, com 30 moradias atingidas, sem vitimas.","GEOMETRIC_CENTER","['prx', 'ating', 'comunidad', 'vit', 'cedec', 'jagu', 'incndi', 'morad']","[34144, 35022, 33232, 33425, 34098, 34100, 33398, 33239, 33240, 33565]"
9.358740161575526e+17,"R. das Aroeiras, 179 - Jabaquara, São Paulo - SP, 04344-090, Brazil","2017-11-29 12:12:07",-23.6371747,-46.64885510000001,"vr grand local cb incndi galp prop so","Accident",1,"São Paulo: Incêndio de grandes proporções em Galpão na Rua das Aroeiras, 179 - Jabaquara. 18 Vrs do CB no local. se… https://t.co/BQnGEKzj0y","ROOFTOP","['vr', 'grand', 'local', 'cb', 'incndi', 'galp', 'prop', 'so']","[34051, 34055, 33896, 34056, 34669, 33391, 33904, 33105, 33906, 33043, 34453, 33882, 34043, 34527]"
9.33234829658874e+17,"R. Santo Amaro, 280 - Bela Vista, São Paulo - SP, 01315-000, Brazil","2017-11-22 05:24:56",-23.5522695,-46.64066879999999,"residnc bit vtim incndi paulosp so","Accident",1,"São Paulo/SP Rua Santo Amaro, 280- Republica, Incêndio em residência uma vítima em óbito.","ROOFTOP","['residnc', 'bit', 'vtim', 'incndi', 'paulosp', 'so']","[34048, 32769, 33284, 34062, 34831, 34064, 33042, 34195, 34840, 35229, 34210, 34085, 32939, 32813, 32814, 32816, 33328, 33457, 33460, 34101, 33461, 33079, 33336, 32825, 32826, 34233, 32827, 32829, 33078, 32831, 33089, 34884, 32838, 33479, 33481, 35274, 33482, 35276, 33486, 32846, 32849, 33361, 33363, 33236, 33365, 33366, 33111, 33112, 34139, 33121, 33122, 33123, 33763, 33253, 33126, 33128, 33129, 33258, 34283, 34409, 33389, 33391, 34033, 33272, 34685, 33534]"
8.942417181528556e+17,"Túnel Papa João Paulo II - Centro, São Paulo - SP, Brazil","2017-08-06 14:00:14",-23.5458886,-46.637027,"joo interdit manuten tnel","Urban Event",3,"🚧 @CETSP_ interdita Túnel Papa João Paulo II para manutenção https://t.co/vQgJ2QQvWU","GEOMETRIC_CENTER","['joo', 'interdit', 'manuten', 'tnel']","[32769, 33284, 34831, 34840, 32813, 32814, 32816, 33328, 32825, 32826, 32827, 33852, 32829, 33342, 32831, 34883, 33348, 32837, 32838, 34884, 33356, 32846, 33361, 32849, 34386, 33363, 33365, 33366, 34394, 34396, 33389, 33391, 34928, 34419, 32884, 32885, 34938, 34427, 34940, 34939, 34942, 34943, 32893, 32897, 34941, 32900, 32903, 34443, 32909, 32910, 33427, 34977, 32934, 32939, 33457, 33460, 33461, 33462, 33468, 33476, 33479, 33481, 33482, 33486, 35023, 32975, 33502, 33506, 35050, 33514, 35051, 34033, 33534, 35072, 34048, 34050, 35079, 35085, 34062, 34064, 33042, 34076, 33058, 34085, 35110, 34098, 34100, 34101, 33077, 34619, 33089, 33093, 35143, 35144, 33095, 33610, 34128, 33111, 33112, 34650, 34139, 34138, 35163, 33121, 33122, 33123, 33126, 33128, 33129, 33142, 33144, 33146, 34685, 33151, 33680, 33170, 34195, 34200, 35229, 34210, 33198, 33200, 34233, 33211, 33214, 35274, 35276, 33229, 33230, 35280, 33236, 33763, 33253, 34283, 33264, 33272]"
8.941812945565532e+17,"Av. Marginal Tietê, São Paulo - SP, Brazil","2017-08-06 10:00:08",-23.5179509,-46.64946399999999,"interdit parc manuten tiet vir servi","Urban Event",3,"🚧 Para serviços de manutenção viária, @CETSP_ interdita parcialmente a Marginal Tietê https://t.co/73HzRmLCwt https://t.co/QE6An1PCYM","GEOMETRIC_CENTER","['interdit', 'parc', 'manuten', 'tiet', 'vir', 'servi']","[35072, 33356, 33326, 34127, 33585, 33077, 33302, 33337, 33342, 33439]"
