895041959332589573,"","8/8/17 19:00","","","conheça o curso inclusão da pessoa com deficiência e mobilidade reduzida informe se em","Irrelevant",0,"Conheça o curso Inclusão da Pessoa com Deficiência e Mobilidade Reduzida. Informe-se em: https://t.co/PrXlWMuaWT https://t.co/drR7hk6zGo",""
895014275349196800,"","8/8/17 17:10","","","denúncia de má conduta de funcionário da cet  agradecemos o contato","Irrelevant",0,"@luizmilanese ... Denúncia de má conduta de funcionário da CET: https://t.co/0kVk1pmqWK Agradecemos o contato.",""
895014181656809477,"","8/8/17 17:09","","","olá por favor formalize sua reclamação no portal #sp trânsito conduta de funcionário da cet","Irrelevant",0,"@luizmilanese Olá, por favor formalize sua reclamação no Portal #SP156 > Trânsito > Conduta de funcionário da CET > (+)",""
895013030169370624,"","8/8/17 17:05","","","olá por favor ligue grátis e solicite fiscalização agradecemos o contato","Irrelevant",0,"@louco_positivo Olá, por favor, ligue grátis 1188 e solicite fiscalização. Agradecemos o contato.",""
895012402021978112,"","8/8/17 17:02","","","olá por favor solicite manutenção semafórica ligando grátis  o serviço funciona s agradecemos o contato","Irrelevant",0,"@panoramazsul Olá, por favor, solicite manutenção semafórica ligando grátis 1188, o serviço funciona 24hs. Agradecemos o contato.",""
895004155437305857,"","8/8/17 16:29","","","olá veja aqui mapa horário de funcionamento e outras informações sobre o rodízio  obrigado","Irrelevant",0,"@HelderNRP Olá, veja aqui mapa, horário de funcionamento e outras informações sobre o rodízio: https://t.co/3pcJkhvQSM Obrigado.",""
894996737743519744,"","8/8/17 16:00","","","dia de agosto dia mundial do pedestre 🚶🚶‍♀️","Irrelevant",0,"Dia 08 de Agosto: Dia mundial do pedestre! 🚶🚶‍♀️ https://t.co/g4VDW3fCJj",""
894986053089722368,"","8/8/17 15:17","","","boa tarde sua informação foi cadastrada agradecemos o contato","Irrelevant",0,"@Nani_Franco Boa tarde! Sua informação foi cadastrada, agradecemos o contato.",""
894936265166139394,"","8/8/17 12:00","","","respeitar as leis de trânsito é uma prova de amor a vida #trânsitoseguro","Irrelevant",0,"Respeitar as leis de trânsito é uma prova de amor a vida. #TrânsitoSeguro https://t.co/d304xCNStC",""
894916918951497730,"","8/8/17 10:43","","","olá para solicitar fiscalização por favor ligue grátis  o serviço funciona s obrigado","Irrelevant",0,"@dstur Olá, para solicitar fiscalização, por favor, ligue grátis 1188. O serviço funciona 24hs. Obrigado.",""
894916348370976768,"","8/8/17 10:40","","","olá por favor ligue grátis e solicite fiscalização o serviço funciona s agradecemos o contato","Irrelevant",0,"@albertoargentin Olá, por favor, ligue grátis 1188 e solicite fiscalização, o serviço funciona 24hs. Agradecemos o contato.",""
894909195925041152,"","8/8/17 10:12","","","serviço manutenção de sinalização horizontal pintura de solo obrigado","Irrelevant",0,"@danielvenneri76 ... > Serviço > Manutenção de sinalização horizontal (pintura de solo): https://t.co/0kVk1pmqWK obrigado.",""
894909001984602112,"","8/8/17 10:11","","","olá p esta solicitação por favor acesse o portal sp trânsito assunto manutenção da sinalização de trânsito","Irrelevant",0,"@danielvenneri76 Olá, p/ esta solicitação, por favor, acesse o Portal SP156 Trânsito > Assunto > Manutenção da sinalização de trânsito (+)",""
894906072447799297,"","8/8/17 10:00","","","🚗 saiba mais sobre o uso da cadeirinha e de outros dispositivos para acomodar a criança no banco de forma segura …","Irrelevant",0,"🚗 Saiba mais sobre o uso da cadeirinha e de outros dispositivos, para acomodar a criança no banco de forma segura.… https://t.co/C2slycGVnz",""
894904891507912704,"","8/8/17 9:55","","","olá por favor solicite fiscalização ligando grátis  o serviço funciona s agradecemos o contato","Irrelevant",0,"@juliogavioes Olá, por favor, solicite fiscalização ligando grátis 1188, o serviço funciona 24hs. Agradecemos o contato.",""
894903607098621952,"","8/8/17 9:50","","","aos usuários do trânsito inclusive ciclistas  agradecemos o contato","Irrelevant",0,"@ail_juniorr ... aos usuários do trânsito, inclusive ciclistas: https://t.co/HgeD1vkUOG Agradecemos o contato.",""
894903428492648448,"","8/8/17 9:49","","","do art do ctb fiscaliza opera e promove a educação no trânsito veja os programas e cursos grátis dirigidos","Irrelevant",0,"@ail_juniorr ...  do Art 21 do CTB: fiscaliza, opera e promove a educação no trânsito. Veja os programas e cursos grátis dirigidos (+)",""
894903304383320065,"","8/8/17 9:49","","","olá a cet como órgão responsável pela gestão do trânsito no município de são paulo atende às determinações","Irrelevant",0,"@ail_juniorr Olá, a CET, como órgão responsável pela gestão do trânsito no município de São Paulo, atende às determinações (+)",""
894891771699896320,"","8/8/17 9:03","","","bom dia sua solicitação foi cadastrada agradecemos o contato","Irrelevant",0,"@sapizzi Bom dia, sua solicitação foi cadastrada, agradecemos o contato.",""
894889435258597376,"","8/8/17 8:54","","","bom dia sua solicitação foi cadastrada agradecemos o contato","Irrelevant",0,"@reinorvieira Bom dia, sua solicitação foi cadastrada, agradecemos o contato.",""
894802589258309632,"","8/8/17 3:08","","","olá sua informação foi registrada para providência agradecemos o contato","Irrelevant",0,"@marii_1039 Olá, sua informação foi registrada para providência. Agradecemos o contato.",""
894747529853640705,"","8/7/17 23:30","","","conheça o curso ações seguras no trânsito inscreva se em","Irrelevant",0,"Conheça o curso ""Ações Seguras no Trânsito"". Inscreva-se em: https://t.co/pxFMEHHX7Z https://t.co/O1NofC6MsG",""
894724868486332416,"","8/7/17 22:00","","","na cidade que não para os caminhões são fundamentais no abastecimento e prestação de serviços saiba mais …","Irrelevant",0,"Na cidade que não para, os caminhões são fundamentais no abastecimento e prestação de serviços. Saiba mais:… https://t.co/l8gkPUIVBB",""
894707930217447427,"R. Augusta, 1053 - Consolação, São Paulo - SP, 01305-100, Brazil","8/7/17 20:52",-23.5538634,-46.6554619,"referente manifestação rua augusta pista liberada #zc","Social Event",2,"Referente manifestação Rua Augusta, pista liberada.#ZC","ROOFTOP"
894696768767762432,"R. Augusta, São Paulo - SP, Brazil","8/7/17 20:08",-23.5569581,-46.65896770000001,"manifestação interdita r augusta no sentido centro evite a região #zc","Social Event",2,"Manifestação interdita R. Augusta no sentido centro. Evite a região. #ZC","GEOMETRIC_CENTER"
894696059989106688,"Av. Paulista, São Paulo - SP, Brazil","8/7/17 20:05",-23.5632103,-46.6542503,"av paulista sentido r da consolação liberada em relação a manifestação #zc","Social Event",2,"Av. Paulista sentido R. da Consolação liberada em relação a manifestação.#ZC","GEOMETRIC_CENTER"
