"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
33044;0;47;22.88888888888889;23.0;275.11111111111114;16.586473739499638;9;7;22.22222222222222;"201707010900_201707011000";"2017-07-09 09:20:00"
33079;0;44;14.153846153846153;0.0;352.64102564102564;18.778738659479387;13;5;61.53846153846154;"201707010900_201707011000";"2017-07-09 09:20:00"
33506;0;46;19.28;21.0;260.46000000000004;16.13877318757532;25;17;31.999999999999996;"201707010900_201707011000";"2017-07-09 09:20:00"
33848;0;49;18.4;14.0;242.73469387755105;15.57994524629503;50;40;19.999999999999996;"201707010900_201707011000";"2017-07-09 09:20:00"
33859;0;45;18.69090909090909;20.0;233.58787878787874;15.283582001215512;55;43;21.818181818181813;"201707010900_201707011000";"2017-07-09 09:20:00"
33867;0;45;24.569444444444443;26.0;83.03010878010875;9.112085863297644;144;137;4.861111111111116;"201707010900_201707011000";"2017-07-09 09:20:00"
34014;0;48;24.3;30.5;260.3692307692308;16.13596079473518;40;35;12.5;"201707010900_201707011000";"2017-07-09 09:20:00"
34439;0;49;22.233333333333334;27.5;257.01264367816094;16.03161388251853;30;24;19.999999999999996;"201707010900_201707011000";"2017-07-09 09:20:00"
33044;0;50;23.5;22.0;550.3333333333334;23.459184413217212;4;3;25.0;"201707020900_201707021000";"2017-07-09 09:20:00"
33079;6;51;40.0;41.0;171.33333333333331;13.089435944047906;10;10;0.0;"201707020900_201707021000";"2017-07-09 09:20:00"
33506;0;46;26.0;31.0;273.2;16.52876280911551;11;9;18.181818181818176;"201707020900_201707021000";"2017-07-09 09:20:00"
33848;0;47;23.181818181818183;25.0;163.36152219873148;12.781295794978359;44;41;6.818181818181824;"201707020900_201707021000";"2017-07-09 09:20:00"
33859;0;49;28.210526315789473;36.5;302.49502133712656;17.39238400384279;38;29;23.684210526315784;"201707020900_201707021000";"2017-07-09 09:20:00"
33867;0;49;26.356643356643357;26.0;70.58317738599429;8.401379493035313;143;141;1.3986013986013957;"201707020900_201707021000";"2017-07-09 09:20:00"
34014;0;47;25.62857142857143;28.0;171.41680672268907;13.092624134324222;35;33;5.714285714285716;"201707020900_201707021000";"2017-07-09 09:20:00"
34439;0;50;21.761904761904763;18.0;229.6904761904762;15.155542754730897;21;19;9.523809523809524;"201707020900_201707021000";"2017-07-09 09:20:00"
33044;0;43;15.333333333333334;10.0;253.8095238095238;15.931400560199464;15;9;40.0;"201707030900_201707031000";"2017-07-09 09:20:00"
33079;0;39;17.357142857142858;22.0;274.09340659340666;16.555766566166806;14;8;42.85714285714286;"201707030900_201707031000";"2017-07-09 09:20:00"
33506;0;43;16.054545454545455;15.0;180.16363636363639;13.422504846847193;55;41;25.454545454545453;"201707030900_201707031000";"2017-07-09 09:20:00"
33848;0;44;19.026315789473685;25.0;217.27929824561403;14.7403968143878;76;57;25.0;"201707030900_201707031000";"2017-07-09 09:20:00"
33859;0;46;17.69333333333333;15.0;201.10738738738738;14.181233634186674;75;62;17.333333333333336;"201707030900_201707031000";"2017-07-09 09:20:00"
33867;0;46;25.41780821917808;26.0;91.44492205951816;9.562683831410414;146;138;5.47945205479452;"201707030900_201707031000";"2017-07-09 09:20:00"
