"cd_linha";"min";"max";"mean";"median";"var";"std";"count";"count_nonzero";"nonzero_percentage";"filename";"dateTime"
32816;0;41;9.535714285714286;2.5;150.03474903474904;12.248867255168905;112;59;47.32142857142857;"201707011200_201707011300";"2017-07-30 12:40:00"
33042;0;45;17.235294117647058;20.0;172.74352941176468;13.143193273012638;51;42;17.647058823529417;"201707011200_201707011300";"2017-07-30 12:40:00"
33089;0;50;16.055555555555557;16.0;238.62539682539688;15.447504550101186;36;23;36.111111111111114;"201707011200_201707011300";"2017-07-30 12:40:00"
33112;0;47;6.287356321839081;0.0;121.7204172480234;11.032697641466633;174;67;61.49425287356323;"201707011200_201707011300";"2017-07-30 12:40:00"
33122;0;51;12.833333333333334;9.0;173.1929824561403;13.160280485466117;96;75;21.875;"201707011200_201707011300";"2017-07-30 12:40:00"
33253;0;0;0.0;0.0;0.0;0.0;3;0;100.0;"201707011200_201707011300";"2017-07-30 12:40:00"
33460;0;51;7.2444444444444445;0.0;125.73434343434343;11.213132632513691;45;22;51.11111111111111;"201707011200_201707011300";"2017-07-30 12:40:00"
33481;0;51;15.97972972972973;14.0;223.89754550468834;14.963206391167915;148;121;18.243243243243246;"201707011200_201707011300";"2017-07-30 12:40:00"
34050;0;52;5.0;0.0;107.8928571428571;10.387148653160649;57;19;66.66666666666667;"201707011200_201707011300";"2017-07-30 12:40:00"
34076;0;39;12.681818181818182;11.0;166.59408033826637;12.907132924792647;44;29;34.09090909090909;"201707011200_201707011300";"2017-07-30 12:40:00"
34098;0;47;12.481481481481481;6.0;234.1823361823362;15.303017224793814;27;17;37.03703703703704;"201707011200_201707011300";"2017-07-30 12:40:00"
34107;0;255;21.142857142857142;14.0;1205.3238095238098;34.717773683285195;91;67;26.37362637362637;"201707011200_201707011300";"2017-07-30 12:40:00"
32816;0;35;8.632183908045977;4.0;95.25848703555195;9.760045442289291;87;53;39.08045977011494;"201707021200_201707021300";"2017-07-30 12:40:00"
33042;6;48;21.333333333333332;21.0;115.03333333333335;10.725359356838975;21;21;0.0;"201707021200_201707021300";"2017-07-30 12:40:00"
33089;0;47;17.964285714285715;19.5;184.99867724867724;13.60142188334283;28;21;25.0;"201707021200_201707021300";"2017-07-30 12:40:00"
33112;0;48;8.587209302325581;0.0;162.5479056167551;12.749427658399222;172;85;50.58139534883721;"201707021200_201707021300";"2017-07-30 12:40:00"
33122;0;42;12.96551724137931;9.5;151.5426497277677;12.31026602993484;58;49;15.517241379310342;"201707021200_201707021300";"2017-07-30 12:40:00"
33253;0;22;11.0;11.0;242.0;15.556349186104045;2;1;50.0;"201707021200_201707021300";"2017-07-30 12:40:00"
34076;0;44;13.73913043478261;12.0;177.56521739130437;13.325359934774909;23;15;34.78260869565217;"201707021200_201707021300";"2017-07-30 12:40:00"
34098;0;54;14.142857142857142;11.5;237.237113402062;15.402503478397984;98;57;41.83673469387755;"201707021200_201707021300";"2017-07-30 12:40:00"
34107;0;44;16.057692307692307;16.0;199.9377828054298;14.139935742620255;52;34;34.61538461538461;"201707021200_201707021300";"2017-07-30 12:40:00"
32816;0;35;7.513698630136986;3.0;86.65153519130845;9.308680636444052;146;84;42.465753424657535;"201707031200_201707031300";"2017-07-30 12:40:00"
33042;0;54;16.22222222222222;8.0;322.9685534591194;17.971325868146717;54;38;29.629629629629626;"201707031200_201707031300";"2017-07-30 12:40:00"
33089;0;42;19.31578947368421;21.0;107.33302282254309;10.360165192821158;114;101;11.403508771929827;"201707031200_201707031300";"2017-07-30 12:40:00"
