"_id",dateTime,text
895004372207374337,2017-08-08 16:30:45,@IveteSil22 + municípios por meio de ofícios enviados pelas prefeituras. Entenda como funciona: https://t.co/xqgob5SdHP. Obrigado!
895004261276409856,2017-08-08 16:30:18,"@IveteSil22 Olá, Ivete! A Secretaria de Esporte, Lazer e Juventude do Estado de São Paulo disponibiliza ações e programas voltados aos + [1]"
895002118993608704,2017-08-08 16:21:48,@Ricardo07532643 + dupla de segurança mais próxima do local da ocorrência. Este atendimento é feito em até 7 minutos. Obrigado! [4]
895001973807775744,2017-08-08 16:21:13,"@Ricardo07532643 O app Conecta funciona havendo sinal de internet e as mensagens são recebidas pelo Centro de Controle, que aciona a + [3]"
895001872444125184,2017-08-08 16:20:49,@Ricardo07532643 Você pode ter mais informações aqui: https://t.co/KkWDxqiktT [2]
895001752990347266,2017-08-08 16:20:20,"@Ricardo07532643 Boa tarde, Ricardo. Você também pode registrar sua reclamação diretamente na Ouvidoria por telefone ou pessoalmente. [1]"
894981551598952448,2017-08-08 15:00:04,"Participe do curso de Cidadania Fiscal da Secretaria da Fazenda! #Online, #grátis e com certificação 👇… https://t.co/dQoafFBS90"
894966474359554048,2017-08-08 14:00:09,"#OldButGold \n#Dicas para quem ama encontrar coisas incríveis por preços baratinhos 😍 https://t.co/58r9lyWeNF https://t.co/4DeNVCipBo"
894955129782231040,2017-08-08 13:15:05,Desafio do @paulasouzasp premia #startups em 12 categorias! Veja como participar: https://t.co/VoAe2poWIt https://t.co/2WHpkfZtLZ
894943796705714176,2017-08-08 12:30:03,Protocolo assinado pela @investesp facilita relações comerciais entre #SP e o #ReinoUnido. Entenda:… https://t.co/qH7QVEz86t
894927837110706176,2017-08-08 11:26:37,Ex-BBB Emílio esteve no programa #Encontro contando sobre sua reabilitação pós-AVC na @redelucymontoro! \nConheça:… https://t.co/pYOskRx09g
894923698830008320,2017-08-08 11:10:11,Imperdível! 👇 https://t.co/E0xm3wdnOw
894920790919049216,2017-08-08 10:58:38,Vai passar pela #BarraFunda? Estação terá exames de #colesterol gratuitos até às 14h! Coloque na agenda:… https://t.co/5YSGli1jIy
894906045406994434,2017-08-08 10:00:02,Crianças até 08 anos recebem aula de #yoga na Fábrica de Cultura #Jaçanã hoje à tarde! Leve os pequenos:… https://t.co/dpS7KyklbA
894875847789879296,2017-08-08 08:00:02,Bom dia!
894717297083826176,2017-08-07 21:30:01,"""Ah, perdi a data do #vestibular""\n\nNada disso! Pode salvar, imprimir e copiar 👇 https://t.co/Gq5ei4vRf2"
894709758866866177,2017-08-07 21:00:04,Você pode ter a mensalidade da faculdade totalmente custeada e ainda ajudar seu bairro. Veja como se candidatar 👇… https://t.co/BN8CJrueDR
894702220159066113,2017-08-07 20:30:06,"A #LeiMariadaPenha completa 11 anos hoje!\nFique informada, denuncie 181 ou procure uma das delegacias ⬇… https://t.co/Lt2a0FtkSy"
894694676669775872,2017-08-07 20:00:08,Instituto de #Botânica presta serviço de identificação de plantas. Reconhecimento pode ser feito de forma gratuita… https://t.co/36Qv6kKHqN
894688732099510272,2017-08-07 19:36:30,"@Lucostaml Lucimara, a Rede Hora Certa não é administrada pelo @GovernoSP e sim pela @saudeprefsp, que poderá auxiliar com mais informações."
894687118454251520,2017-08-07 19:30:06,"Sobre amor, #diversidade e #respeito: visite a #MostraDiversa no @mus_diversidade. Imperdível! 👉… https://t.co/KqBqH4zBqz"
894680386269216770,2017-08-07 19:03:21,"@MarcoBoninix Os selos são impressos pela editora, conforme contrato, para evitar problemas. Qualquer dúvida, estamos à disposição!"
894680277867536385,2017-08-07 19:02:55,"@MarcoBoninix + são identificados com o logo do Estado de São Paulo e o selo do Programa que o livro faz parte, desenhados na capa do livro."
894680136599183360,2017-08-07 19:02:21,"@MarcoBoninix A Secretaria da Educação, em tempo algum, realizou compra de livros com prefácio. Todos os livros adquiridos pelo @governosp +"
894679565322170368,2017-08-07 19:00:05,"#SP ‘exporta’ modelo de concessões e PPPs para outros estados. Parcerias já trouxeram R$ 130 bi em investimentos:… https://t.co/c2B36K7waE"
894676903470268417,2017-08-07 18:49:30,"@mcedvaldo Além disso, uma equipe da Sabesp visitou o imóvel no dia 04/08 e constatou que o abastecimento está normal. Obrigado! [3]"
894676822092386305,2017-08-07 18:49:11,@mcedvaldo Desde 1997 a empresa aplica esta técnica. Recomendamos o uso de caixa d’água adequada para não sentir os efeitos da redução. [2]
894676767193038848,2017-08-07 18:48:58,"@mcedvaldo Oi, Edvaldo. Tudo bem? À noite a Sabesp realiza a redução de pressão para diminuir as perdas de água por vazamentos. [1]"
894664971610595328,2017-08-07 18:02:05,"Agora, o nome do pai já consta nos documentos da jovem! Saiba como solicitar o reconhecimento no @poupatemposp:… https://t.co/5EzACCujz6"
894664706769551360,2017-08-07 18:01:02,"A Shayenne foi uma delas! Após reencontrar o pai, sua mãe preencheu uma ficha com dados que foram encaminhados para… https://t.co/CBg9h5hyKW"
894664474577088512,2017-08-07 18:00:07,“Encontre aqui o seu pai” é um serviço do @poupatemposp para identificação de paternidade que está beneficiando cen… https://t.co/wJUDItQdm5
894649368875155458,2017-08-07 17:00:05,"A #ViagemLiterária começou! @eduardospohr , @babidewetde, @marciatiburi e muito mais! Confira a programação:… https://t.co/dE9NABeRCm"
894647351037628416,2017-08-07 16:52:04,"@BasilioSantos A instalação e manutenção das academias caberá às prefeituras contempladas. Obrigado pelo contato, Basílio!"
894647095856070656,2017-08-07 16:51:04,"@BasilioSantos A assinatura dos convênios com os Municípios está programada para o dia 15. Agora, as Prefeituras providenciam documentação."
894646904545476608,2017-08-07 16:50:18,@BasilioSantos Ainda neste mês as 28 academias ao ar livre que estão na Vila Olímpica Mário Covas serão instaladas nas cidades parceiras. :)
894639391188156422,2017-08-07 16:20:27,@BaccaratRicardo Continuaremos trabalhando sem medir esforços para aumentar a segurança na região do Morumbi. Obrigado! [5]
894639334384644096,2017-08-07 16:20:13,@BaccaratRicardo A PM está participando de reuniões com a comunidade para promover ações que tragam mais segurança ao bairro. [4]
894639263479934977,2017-08-07 16:19:56,"@BaccaratRicardo + e roubava residências e outro criminoso, que foi reconhecido por 8 roubos na região. [3]"
894639090783670272,2017-08-07 16:19:15,"@BaccaratRicardo Nas últimas semanas, prendemos 8 criminosos que agiam no Real Parque, mais 2 integrantes de uma quadrilha que furtava e [2]"
894638361536860160,2017-08-07 16:16:21,"@BaccaratRicardo Boa tarde, Ricardo. Só nos primeiros 6 meses deste ano, os trabalhos na região resultaram na prisão de 641 pessoas. [1]"
894637945885532160,2017-08-07 16:14:42,"@7catacumbas Um crédito de R$ 4,1 milhões já foi aprovado com o aval da Secretaria de Planejamento e Gestão. Obrigado pela atenção! [2]"
894637856811081728,2017-08-07 16:14:21,"@7catacumbas Olá, boa tarde. A Secretaria de Segurança Pública já havia solicitado suplementação orçamentária à Secretaria da Fazenda. [1]"
894634268973965312,2017-08-07 16:00:05,Recebeu uma multa mas não era você quem dirigia o carro? Veja como regularizar a situação pela internet:… https://t.co/LH72IKzao3
894619162021986304,2017-08-07 15:00:04,👁\nO tempo #frio e seco exige alguns cuidados com a saúde dos olhos! Siga as dicas: https://t.co/ExBhnDWF6w https://t.co/nqjEAPEdgC
894604070958145536,2017-08-07 14:00:06,"Apaixonados pelo interior paulista 😍\nExposição ""Porta, Porteira e Portão"" celebra cultura caipira em #Atibaia:… https://t.co/eYrN5dcRVx"
894588969240756224,2017-08-07 13:00:05,‼ As inscrições foram prorrogadas até o dia 09 ‼\n\nGaranta sua #vaga: 👇\nhttps://t.co/c8A22NlmD5 https://t.co/A7eYQaxmW5
894573878776700929,2017-08-07 12:00:07,Aquele curso que você estava procurando para fazer em 2017 😍\nAs inscrições para a lista de espera estão abertas 👇… https://t.co/uoqn9gZ5xG
894558763935424513,2017-08-07 11:00:04,"🤵👰 \n‼Alô, noivos de plantão‼  \n#Dica preciosa para não ter dor de cabeça!\nManual feito pelo @proconspoficial:… https://t.co/fUwjKAMzhY"
894553292965072896,2017-08-07 10:38:19,Hoje é aniversário de 11 anos da Lei Maria da Penha! #SP se orgulha de ser o 1º Estado a criar a delegacia da mulhe… https://t.co/zBWyaZqJsF
894543681969037314,2017-08-07 10:00:08,É um #direito seu!\nAcesse o link para se cadastrar: https://t.co/dS3aTj6HY3 https://t.co/m0XQc5ApiC
894528577357570050,2017-08-07 09:00:07,"#SP contra a #homofobia\n👇🏾👇🏾👇🏾\nhttps://t.co/OSSawb2cIH https://t.co/nZhjEoBrzN"
894513452135448576,2017-08-07 08:00:00,Bom dia!
894362465529544705,2017-08-06 22:00:02,"Com apoio da Secretaria de #Agricultura,  #cooperativa abre empreendimento para otimizar produção agrícola:… https://t.co/BTtGTTBFBD"
894347359227789312,2017-08-06 21:00:01,"#Mamãe, já pensou em #doar seu leite? Algum #bebê pode estar precisando da sua doação! 👉https://t.co/giOCvJvRS5 https://t.co/G7VKmvvPU7"
894332281422204928,2017-08-06 20:00:06,"#MeioAmbiente 🌱\n@ambientesp e #PolíciaMilitar Ambiental fiscalizam áreas de recuperação. Confira:… https://t.co/PYwuGPfh7t"
894317169739128832,2017-08-06 19:00:03,💨 #Sustentável e #tecnológico 💨\nPrimeiros geradores de energia eólica de #SP entram em fase de testes 🙌Acompanhe:… https://t.co/z8qBre9E2B
894302060429979648,2017-08-06 18:00:01,"#RedeSocial desenvolvida pela #USP conecta pessoas com #deficiência. Entenda, participe e dê #RT! 👉… https://t.co/ZUQssvVVvt"
894271886737027072,2017-08-06 16:00:07,"""#CPF na nota?""\n\nVocê sabe quais produtos dão maior retorno em #créditos na #NFP? Confira nossa lista e dê #RT 👇… https://t.co/adjxzQe9Sc"
894241669641412610,2017-08-06 14:00:02,"Com um #frio desse, manter a #imunidade alta é fundamental 👇 https://t.co/qPe7JR32W4"
894211491888480256,2017-08-06 12:00:07,✈ ✈✈ Concessão de #aeroportos impulsiona #aviação #comercial em #SP! São 93 mi em investimentos e melhorias 👊… https://t.co/jWXftNMBck
894181278383185933,2017-08-06 10:00:04,Até dia 30 de #setembro no @hablamemorial 😍Garanta seu #ingresso: https://t.co/B0SYJ790RX https://t.co/4WHOyOGc4h
894151064382955520,2017-08-06 08:00:00,Bom dia e um excelente #domingo!
